product_id,title,autmog_url,mechanism,body_details,notes
7881795043515,*PRE-ORDER* 36 Click Pen - 6Al-4V Titanium - ISO G2 (Parker) Refill - Step Nose - 6Al-4V Titanium Clip,https://www.autmog.com/products/pre-order-36-click-pen-6al-4v-titanium-iso-g2-parker-refill-step-nose-6al-4v-titanium-clip,Click,,
7887463809211,*PRE-ORDER* 36 Click Pen - 6Al-4V Titanium - Round Nose - Pentel EnerGel - 6Al-4V Titanium Clip,https://www.autmog.com/products/pre-order-36-click-pen-6al-4v-titanium-round-nose-pentel-energel-0-7mm-6al-4v-titanium-clip,Click,,
7910849839291,*PRE-ORDER* 36 Clipless Click Pen - 6Al-4V Titanium - Round Nose - Pentel EnerGel,https://www.autmog.com/products/36-clipless-click-pen-6al-4v-titanium-round-nose-pentel-energel,Click,,
7878777405627,*PRE-ORDER* 37 Click Pen - 6Al-4V Titanium - Round Nose - Silicone Nitride Ball - Pilot G2,https://www.autmog.com/products/pre-order-37-click-pen-6al-4v-titanium-round-nose-silicone-nitride-ball-pilot-g2,Click,,
7970361082043,36 Click Clipped Pen - 6Al-4V Titanium - Round Nose -  Pilot G2,https://www.autmog.com/products/36-click-clipped-pen-6al-4v-titanium-round-nose-pilot-g2,Click,,
7964358639803,36 Click Clipped Pen - 6Al-4V Titanium - Step Nose - Grip Lines - Pentel EnerGel,https://www.autmog.com/products/36-click-clipped-pen-6al-4v-titanium-step-nose-grip-lines-pentel-energel,Click,Grip Lines,
7961479971003,36 Click Clipped Pen - 6Al-4V Titanium Mechanism - 464 Brass Button and Body - Step Nose - Grip Lines - Pentel EnerGel,https://www.autmog.com/products/40-click-clipped-pen-6al-4v-titanium-mechanism-464-brass-button-and-body-step-nose-grip-lines-pentel-energel,Click,Grip Lines,
7871937118395,36 Click Pen -  6061 Aluminum - Round Nose - Schmidt 9000 M ISO G2 (Parker),https://www.autmog.com/products/36-click-pen-6061-aluminum-round-nose-schmidt-9000-m-iso-g2-parker,Click,,
7357869162683,36 Click Pen - 464 Brass,https://www.autmog.com/products/36-click-pen-464-brass,Click,,
7606066053307,36 Click Pen - 464 Brass - Pentel Energel 0.3mm Needle Nose - Step Nose - 6061 Aluminum Clip,https://www.autmog.com/products/36-click-pen-464-brass-pentel-energel-0-3mm-needle-nose-step-nose-6061-aluminum-clip,Click,,
7629221265595,36 Click Pen - 464 Brass - Pentel Energel 0.5mm Needle Nose - Clipless - Round Nose,https://www.autmog.com/products/36-click-pen-464-brass-pentel-energel-0-5mm-needle-nose-clipless-round-nose,Click,,
7593985409211,36 Click Pen - 464 Brass - Pilot G2 - Round Nose - 6061 Aluminum Clip,https://www.autmog.com/products/36-click-pen-464-brass-pilot-g2-round-nose-6061-aluminum-clip,Click,,
7599243657403,36 Click Pen - 464 Brass - Pilot G2 - Round Nose - C110 Copper Clip,https://www.autmog.com/products/36-click-pen-464-brass-pilot-g2-round-nose-c110-copper-clip,Click,,
7383603708091,36 Click Pen - 464 Brass - Schmidt EasyFlow 9000 - Clipless - Round Nose,https://www.autmog.com/products/36-click-pen-464-brass-iso-g2-parker-round-nose,Click,,
7641387434171,36 Click Pen - 464 Brass - Schmidt EasyFlow 9000 - Step Nose - Deep Groove - 6061 Aluminum Clip,https://www.autmog.com/products/36-click-pen-464-brass-schmidt-easyflow-9000-step-nose-deep-groove-6061-aluminum-clip,Click,Grip Lines,
7882074423483,36 Click Pen - 6061 Aluminum - Conical Nose - Borosilicate Ball - Grip Lines - Pilot G2,https://www.autmog.com/products/36-click-pen-6061-aluminum-conical-nose-borosilicate-ball-grip-lines-pilot-g2,Click,Grip Lines,
7584682049723,36 Click Pen - 6Al-4V - ISO G2 (Parker) - Step Nose - 464 Brass Clip,https://www.autmog.com/products/36-click-pen-6al-4v-iso-g2-parker-step-nose,Click,,
7586933047483,36 Click Pen - 6Al-4V - ISO G2 (Parker) - Step Nose - 6061 Aluminum Clip,https://www.autmog.com/products/36-click-pen-6al-4v-iso-g2-parker-step-nose-6061-aluminum-clip,Click,,
7593889136827,36 Click Pen - 6Al-4V - Pilot G2 - Round Nose - 6061 Aluminum Clip,https://www.autmog.com/products/36-click-pen-6al-4v-pilot-g2-round-nose-6061-aluminum-clip,Click,,
7593982034107,36 Click Pen - 6Al-4V - Pilot G2 - Round Nose - C110 Copper Clip,https://www.autmog.com/products/36-click-pen-6al-4v-pilot-g2-round-nose-c110-copper-clip,Click,,
7790711996603,36 Click Pen - 6Al-4V Titanium - Conical Nose - Pilot G2 - 6Al-4V Titanium Clip,https://www.autmog.com/products/36-click-pen-6al-4v-titanium-conical-nose-pilot-g2-6al-4v-titanium-clip,Click,,
7902117068987,36 Click Pen - 6Al-4V Titanium - ISO G2 (Parker) Refill - Step Nose - 6Al-4V Titanium Clip,https://www.autmog.com/products/36-click-pen-6al-4v-titanium-iso-g2-parker-refill-step-nose-6al-4v-titanium-clip,Click,,
7673648578747,36 Click Pen - 6Al-4V Titanium - ISO G2 (Parker) Refill - Step Nose - 6Al-4V Titanium Clip,https://www.autmog.com/products/36-click-pen-6al-4v-titanium-iso-g2-parker-step-nose-6al-4v-titanium-clip,Click,,
7606080078011,36 Click Pen - 6Al-4V Titanium - Pentel Energel 0.3mm Needle Nose - Step Nose - C110 Copper Clip,https://www.autmog.com/products/36-click-pen-6al-4v-titanium-pentel-energel-0-3mm-needle-nose-step-nose-c110-copper-clip,Click,,
7528457437371,36 Click Pen - 6Al-4V Titanium - Rollerball (Pilot G2) - Round Nose,https://www.autmog.com/products/36-click-pen-464-brass-rollerball-pilot-g2-round-nose,Click,,
7903755796667,36 Click Pen - 6Al-4V Titanium - Round Nose - Pentel EnerGel - 6Al-4V Titanium Clip,https://www.autmog.com/products/36-click-pen-6al-4v-titanium-round-nose-pentel-energel-6al-4v-titanium-clip,Click,,
7766066987195,36 Click Pen - 6Al-4V Titanium - Round Nose - Pilot G2 - 6Al-4V Titanium Clip,https://www.autmog.com/products/36-click-pen-6al-4v-titanium-round-nose-pilot-g2-6al-4v-titanium-clip,Click,,
7857356931259,36 Click Pen - C110 Pure Copper Body - 6061 Aluminum Clip - Round Nose - Schmidt 9000 M ISO G2 (Parker),https://www.autmog.com/products/36-click-pen-c110-pure-copper-body-6061-aluminum-clip-round-nose-schmidt-9000-m-iso-g2-parker,Click,,
7843675439291,36 Click Pen - C110 Pure Copper Body - 6Al-4V Titanium Clip - Round Nose - Silicone Nitride Ball - OHTO Flash Dry Needle Point ISO G2 (Parker),https://www.autmog.com/products/36-click-pen-c110-pure-copper-body-6al-4v-titanium-clip-round-nose-silicone-nitride-ball-ohto-flash-dry-needle-point-iso-g2-parker,Click,,
7837796466875,36 Click Pen - C110 Pure Copper Body - 6Al-4V Titanium Clip - Step Nose - Borosilicate Ball - Pentel EnerGel,https://www.autmog.com/products/36-click-pen-c110-pure-copper-body-6al-4v-titanium-clip-step-nose-borosilicate-ball-pentel-energel,Click,,
7718840008891,36 Click Pen - Pre Order - 6Al-4V Titanium - Pentel EnerGel 0.7mm - Clipless - Round Nose,https://www.autmog.com/products/36-click-pen-pre-order-6al-4v-titanium-pentel-energel-0-7mm-clipless-round-nose,Click,,
7649912520891,36 Click Pen - Pre Order - 6Al-4V Titanium - Pentel Energel 0.5mm Needle Nose - Clipless - Round Nose,https://www.autmog.com/products/copy-of-36-click-pen-6al-4v-titanium-rollerball-pilot-g2-round-nose,Click,,
7718882640059,36 Click Pen - Pre Order - 6Al-4V Titanium - Round Nose - Pentel EnerGel 0.7mm - 6Al-4V Titanium Clip,https://www.autmog.com/products/copy-of-36-click-pen-pre-order-6al-4v-titanium-round-nose-pentel-energel-0-7mm-6al-4v-titanium-clip,Click,,
7676958081211,36 Click Pen - Pre Order - 6Al-4V Titanium - Round Nose - Pilot G2 - 6Al-4V Titanium Clip,https://www.autmog.com/products/6-click-pen-pre-order-6al-4v-titanium-round-nose-pilot-g2-6al-4v-titanium-clip,Click,,
7676953919675,36 Click Pen - Pre Order - 6Al-4V Titanium - Step Nose - Pentel EnerGel 0.5mm Needle Tip - 6Al-4V Titanium Clip,https://www.autmog.com/products/36-click-pen-pre-order-6al-4v-titanium-pentel-energel-0-5mm-needle-nose-6al-4v-titanium-clip,Click,,
7682026438843,36 Click Pen - Pre Order - C110 Copper - ISO G2 (Parker) Refill - Round Nose - 6Al-4V Titanium Clip,https://www.autmog.com/products/36-click-pen-c110-copper-iso-g2-parker-refill-step-nose-6al-4v-titanium-clip,Click,,
7558930956475,36 Click Pen With Clip - Step Nose - 464 Brass - Rollerball (Pilot G2),https://www.autmog.com/products/36-click-pen-with-clip-464-brass-rollerball-pilot-g2-step-nose,Click,Tapered; Grip Lines,
7924130513083,36 Clipless Click Pen - 6Al-4V Titanium - 464 Brass Mechanism - Cone Nose - ISO G2 Schmidt 9000 (Parker),https://www.autmog.com/products/36-clipless-click-pen-6al-4v-titanium-464-brass-mechanism-cone-nose-iso-g2-schmidt-9000-parker,Click,Grip Lines,
7925758656699,36 Clipless Click Pen - 6Al-4V Titanium - 464 Brass Mechanism - Cone Nose - Pilot G2,https://www.autmog.com/products/36-clipless-click-pen-6al-4v-titanium-464-brass-mechanism-cone-nose-pilot-g2,Click,Grip Lines,
7920871375035,36 Clipless Click Pen - 6Al-4V Titanium - 464 Brass Mechanism - Round Nose - Pentel EnerGel,https://www.autmog.com/products/36-clipless-click-pen-6al-4v-titanium-464-brass-mechanism-round-nose-pentel-energel,Click,,
7918476755131,36 Clipless Click Pen - 6Al-4V Titanium - Round Nose - Pentel EnerGel,https://www.autmog.com/products/36-clipless-click-pen-6al-4v-titanium-round-nose-pentel-energel-1,Click,,
7935254790331,36 Clipless Click Pen x KVR Finishing - 6Al-4V Titanium - 464 Brass Mechanism - Cone Nose - Pilot G2,https://www.autmog.com/products/36-clipless-click-pen-x-kvr-finishing-6al-4v-titanium-464-brass-mechanism-cone-nose-pilot-g2,Click,Grip Lines,
7927299211451,36 Clipless Click Pen x KVR Finishing Anodizing - 6Al-4V Titanium - 464 Brass Mechanism - Cone Nose - ISO G2 Schmidt 9000 (Parker),https://www.autmog.com/products/36-clipless-click-pen-x-kvr-finishing-anodizing-6al-4v-titanium-464-brass-mechanism-cone-nose-iso-g2-schmidt-9000-parker,Click,Grip Lines,
7899166671035,37 Click Pen - 6Al-4V Titanium - Round Nose - Silicone Nitride Ball - Pilot G2,https://www.autmog.com/products/37-click-pen-6al-4v-titanium-round-nose-silicone-nitride-ball-pilot-g2-1,Click,,
7866256851131,37 Click Pen - 6Al-4V Titanium - Round Nose - Silicone Nitride Ball - Pilot G2,https://www.autmog.com/products/37-click-pen-6al-4v-titanium-round-nose-silicone-nitride-ball-pilot-g2,Click,,
7183752331451,38 464 Brass - ISO G2 (Parker),https://www.autmog.com/products/38-brass-iso-g2,Twist,Grip Lines,
7342169161915,38 464 Brass - No Rings - Pilot G2 (Rollerball) - Brass Clip,https://www.autmog.com/products/38-464-brass-no-rings-pilot-g2-rollerball-brass-clip,Twist,Grip Lines,
